Date,High,Low,Open,Close,Volume,Adj Close,Moving_av,Upper_volatility,Lower_volatility,Increase_in_vol,Increase_in_adj_close,Direction_change_in_adj_close,Short_resistance,Short_support,Long_resistance,Long_support,trend_hit,Dow_jones,snp500
2017-06-08,1013.6099853515624,1006.1099853515624,1012.0599975585938,1010.27001953125,2767900,1010.27001953125,981.825,1008.1217696228027,949.3962296447752,-55100,0.20001220703125,1,1016.5,1001.25,1016.5,982.1599731445312,57,21182.53,2433.79
2017-06-09,1012.989990234375,927.0,1012.5,978.3099975585938,7647700,978.3099975585938,983.3595001220704,1011.27975,952.37025,4879800,-31.96002197265625,0,1013.6099853515624,927.0,1016.5,927.0,57,21271.97,2431.77
2017-06-12,975.9500122070312,945.0,967.0,964.9099731445312,9447200,964.9099731445312,983.5375,1012.8602851257324,953.8587151184082,1799500,-13.4000244140625,0,1013.6099853515624,927.0,1016.5,927.0,58,21235.67,2429.39
2017-06-13,984.5,966.0999755859376,977.989990234375,980.7899780273438,4580000,980.7899780273438,984.678500366211,1013.043625,954.031375,-4867200,15.8800048828125,1,1012.989990234375,927.0,1016.5,927.0,58,21328.47,2440.35
2017-06-14,990.3400268554688,966.7100219726562,988.5900268554688,976.469970703125,3974900,976.469970703125,985.1984985351562,1014.2188553771973,955.1381453552248,-605100,-4.32000732421875,0,990.3400268554688,945.0,1016.5,927.0,58,21374.56,2437.92
2017-06-15,965.72998046875,950.8599853515624,958.7000122070312,964.1699829101562,5373900,964.1699829101562,986.1689971923828,1014.7544534912108,955.6425435791016,1399000,-12.29998779296875,0,990.3400268554688,950.8599853515624,1013.6099853515624,927.0,58,21359.9,2432.46
2017-06-16,999.75,982.0,996.0,987.7100219726562,11472700,987.7100219726562,987.6299987792967,1015.7540671081543,956.5839272766111,6098800,23.5400390625,1,999.75,950.8599853515624,1013.6099853515624,927.0,58,21384.28,2433.15
2017-06-19,1017.0,989.9000244140624,1017.0,995.1699829101562,5043400,995.1699829101562,989.3964965820312,1017.2588987426758,958.001098815918,-6429300,7.4599609375,1,1017.0,950.8599853515624,1017.0,927.0,58,21528.99,2453.46
2017-06-20,1004.8800048828124,992.02001953125,998.0,992.5900268554688,4076800,992.5900268554688,990.4924987792967,1019.078391479492,959.7146016845703,-966600,-2.5799560546875,0,1017.0,982.0,1017.0,945.0,58,21467.14,2437.03
2017-06-21,1002.719970703125,992.6500244140624,998.7000122070312,1002.22998046875,2922500,1002.22998046875,992.0269989013672,1020.2072737426756,960.777723815918,-1154300,9.63995361328125,1,1017.0,989.9000244140624,1017.0,950.8599853515624,58,21410.03,2435.61
2017-06-22,1006.9600219726562,997.2000122070312,1002.22998046875,1001.2999877929688,2253400,1001.2999877929688,993.0744995117187,1021.7878088684082,962.266188934326,-669100,-0.92999267578125,0,1006.9600219726562,992.02001953125,1017.0,950.8599853515624,58,21397.29,2434.5
2017-06-23,1004.6199951171876,998.02001953125,1002.5399780273438,1003.739990234375,2879100,1003.739990234375,993.5924987792968,1022.8667344970703,963.2822645263672,625700,2.44000244140625,1,1006.9600219726562,992.6500244140624,1017.0,950.8599853515624,58,21394.76,2438.3
2017-06-26,1009.7999877929688,992.0,1008.5,993.97998046875,3386200,993.97998046875,993.5024963378906,1023.4002737426758,963.7847238159179,507100,-9.760009765625,0,1009.7999877929688,992.0,1017.0,982.0,58,21409.55,2439.07
2017-06-27,998.7999877929688,976.0,990.6900024414062,976.780029296875,3782400,976.780029296875,992.5064971923828,1023.3075712280272,963.6974214477541,396200,-17.199951171875,0,1009.7999877929688,976.0,1017.0,976.0,58,21310.66,2419.38
2017-06-28,990.6799926757812,969.2100219726562,978.5499877929688,990.3300170898438,3737600,990.3300170898438,992.2919982910156,1022.2816921081544,962.7313022766111,-44800,13.54998779296875,1,1009.7999877929688,969.2100219726562,1009.7999877929688,969.2100219726562,58,21454.61,2440.69
2017-06-29,987.5599975585938,965.25,979.0,975.9299926757812,4303000,975.9299926757812,991.2909973144533,1022.060758239746,962.5232383422853,565400,-14.4000244140625,0,998.7999877929688,965.25,1009.7999877929688,965.25,58,21287.03,2419.7
2017-06-30,983.469970703125,967.6099853515624,980.1199951171876,968.0,3390300,968.0,989.3544982910156,1021.0297272338868,961.5522673950197,-912700,-7.92999267578125,0,990.6799926757812,965.25,1009.7999877929688,965.25,58,21349.63,2423.41
2017-07-03,974.489990234375,951.0,972.7899780273438,953.6599731445312,2909100,953.6599731445312,986.4704956054687,1019.035133239746,959.6738633422854,-481200,-14.34002685546875,0,987.5599975585938,951.0,1009.7999877929688,951.0,72,21479.27,2429.01
2017-07-05,975.0,955.25,961.530029296875,971.4000244140624,3653000,971.4000244140624,984.890496826172,1016.0646104736328,956.8763807373047,743900,17.740051269531136,1,983.469970703125,951.0,1009.7999877929688,951.0,72,21478.17,2432.54
2017-07-06,974.4000244140624,959.02001953125,964.6599731445312,965.1400146484376,3259600,965.1400146484376,982.6439971923828,1014.4372117309572,955.3437819213867,-393400,-6.260009765624773,0,975.0,951.0,998.7999877929688,951.0,72,21320.04,2409.75
2017-07-07,980.1099853515624,969.1400146484376,969.5499877929688,978.760009765625,2643400,978.760009765625,981.0684967041016,1012.1233171081544,953.1646772766112,-616200,13.619995117187386,1,980.1099853515624,955.25,990.6799926757812,951.0,72,21414.34,2425.18
2017-07-10,999.4400024414062,983.5,985.0,996.469970703125,3546300,996.469970703125,981.9764953613279,1010.5005516052246,951.6364418029783,902900,17.7099609375,1,999.4400024414062,959.02001953125,999.4400024414062,951.0,59,21408.52,2427.43
2017-07-11,995.989990234375,983.719970703125,993.0,994.1300048828124,2982700,994.1300048828124,983.437496948242,1011.435790222168,952.5172005004885,-563600,-2.3399658203126137,0,999.4400024414062,969.1400146484376,999.4400024414062,951.0,59,21409.07,2425.53
2017-07-12,1008.5499877929688,998.0999755859376,1000.6500244140624,1006.510009765625,3608600,1006.510009765625,984.7234985351564,1012.9406218566893,953.9343720397948,625900,12.380004882812614,1,1008.5499877929688,983.5,1008.5499877929688,951.0,59,21532.14,2443.25
2017-07-13,1006.8800048828124,995.9000244140624,1004.6199951171876,1000.6300048828124,2880800,1000.6300048828124,985.9315002441406,1014.265203491211,955.1817935791015,-727800,-5.880004882812614,0,1008.5499877929688,983.719970703125,1008.5499877929688,955.25,59,21553.09,2447.83
2017-07-14,1004.4500122070312,996.8900146484376,1002.4000244140624,1001.8099975585938,2102500,1001.8099975585938,987.8135009765623,1015.5094452514647,956.3535552368164,-778300,1.1799926757813637,1,1008.5499877929688,995.9000244140624,1008.5499877929688,959.02001953125,59,21637.74,2459.27
2017-07-17,1014.75,1003.8099975585938,1004.6900024414062,1010.0399780273438,3712600,1010.0399780273438,988.9299987792967,1017.4479060058594,958.1790959472656,1610100,8.22998046875,1,1014.75,995.9000244140624,1014.75,969.1400146484376,61,21629.72,2459.14
2017-07-18,1026.030029296875,1004.0,1006.0,1024.449951171875,4007600,1024.449951171875,990.3939971923828,1018.5978987426756,959.262098815918,295000,14.40997314453125,1,1026.030029296875,996.8900146484376,1026.030029296875,983.5,61,21574.73,2460.61
2017-07-19,1031.5899658203123,1022.5,1025.0,1026.8699951171877,2964000,1026.8699951171877,992.1079956054688,1020.1058171081545,960.6821772766114,-1043600,2.420043945312728,1,1031.5899658203123,1003.8099975585938,1031.5899658203123,983.719970703125,61,21640.75,2473.83
2017-07-20,1034.969970703125,1022.52001953125,1031.5899658203123,1028.699951171875,3097500,1028.699951171875,993.431494140625,1021.8712354736329,962.3447557373047,133500,1.8299560546872728,1,1034.969970703125,1004.0,1034.969970703125,995.9000244140624,61,21611.78,2473.45
2017-07-21,1026.0999755859377,1011.0,1021.280029296875,1025.6700439453123,2734600,1025.6700439453123,994.6499969482422,1023.2344389648438,963.6285493164063,-362900,-3.029907226562728,0,1034.969970703125,1011.0,1034.969970703125,995.9000244140624,61,21580.07,2472.54
2017-07-24,1043.010009765625,1027.4300537109377,1028.3399658203123,1038.949951171875,3288000,1038.949951171875,996.4104949951172,1024.4894968566896,964.8104970397951,553400,13.279907226562727,1,1043.010009765625,1011.0,1043.010009765625,996.8900146484376,61,21513.17,2469.91
2017-07-25,1043.3299560546877,1032.47998046875,1038.050048828125,1039.8699951171877,2447600,1039.8699951171877,998.7049957275392,1026.3028098449706,966.5181801452637,-840400,0.9200439453127274,1,1043.3299560546877,1011.0,1043.3299560546877,1003.8099975585938,61,21613.43,2477.13
2017-07-26,1053.199951171875,1043.199951171875,1043.199951171875,1052.800048828125,2921300,1052.800048828125,1002.5059967041016,1028.6661455993653,968.7438458557131,473700,12.930053710937273,1,1053.199951171875,1027.4300537109377,1053.199951171875,1004.0,61,21711.01,2477.83
2017-07-27,1083.31005859375,1040.1800537109377,1069.550048828125,1046.0,10991700,1046.0,1005.2894958496094,1032.5811766052243,972.4308168029784,8070400,-6.800048828125,0,1083.31005859375,1032.47998046875,1083.31005859375,1011.0,61,21796.55,2475.42
2017-07-28,1032.8499755859377,1001.0,1012.1400146484376,1020.0399780273438,7709400,1020.0399780273438,1007.4949951171876,1035.4481807250977,975.1308109741212,-3282300,-25.96002197265625,0,1083.31005859375,1001.0,1083.31005859375,1001.0,61,21830.31,2472.1
2017-07-31,1019.0499877929688,987.02001953125,1019.0499877929688,987.780029296875,7352100,987.780029296875,1008.4839965820313,1037.7198449707032,977.270145263672,-357300,-32.25994873046875,0,1083.31005859375,987.02001953125,1083.31005859375,987.02001953125,64,21891.12,2470.3
2017-08-01,1006.4000244140624,991.5800170898438,996.1099853515624,996.1900024414062,4572600,996.1900024414062,1010.610498046875,1038.7385164794923,978.2294766845703,-2779500,8.40997314453125,1,1032.8499755859377,987.02001953125,1083.31005859375,987.02001953125,64,21963.92,2476.35
2017-08-02,1003.2100219726562,981.72998046875,1001.77001953125,995.8900146484376,4070000,995.8900146484376,1011.8349975585936,1040.9288129882814,980.2921831054688,-502600,-0.2999877929686363,0,1019.0499877929688,981.72998046875,1083.31005859375,981.72998046875,64,22016.24,2477.57
2017-08-03,999.5,984.5900268554688,999.469970703125,986.9199829101562,3255800,986.9199829101562,1012.9239959716797,1042.1900474853514,981.4799476318359,-814200,-8.970031738281364,0,1006.4000244140624,981.72998046875,1083.31005859375,981.72998046875,64,22026.1,2472.16
2017-08-04,991.6699829101562,982.0,989.6799926757812,987.5800170898438,2730300,987.5800170898438,1013.3649963378906,1043.31171585083,982.5362760925293,-525500,0.6600341796875,1,1003.2100219726562,981.72998046875,1083.31005859375,981.72998046875,64,22092.81,2476.83
2017-08-07,995.0,987.1400146484376,990.6500244140624,992.27001953125,2676600,992.27001953125,1013.1549987792968,1043.7659462280274,982.9640464477537,-53700,4.69000244140625,1,999.5,982.0,1032.8499755859377,981.72998046875,60,22118.42,2480.91
2017-08-08,996.280029296875,985.7899780273438,994.3499755859376,989.8400268554688,2902800,989.8400268554688,1012.9404998779297,1043.5496487426758,982.760348815918,226200,-2.42999267578125,0,996.280029296875,982.0,1019.0499877929688,981.72998046875,60,22085.34,2474.92
2017-08-09,988.0,975.27001953125,982.5999755859376,982.010009765625,3569700,982.010009765625,1011.7154998779297,1043.3287148742677,982.5522848815918,666900,-7.83001708984375,0,996.280029296875,975.27001953125,1006.4000244140624,975.27001953125,60,22048.7,2474.02
2017-08-10,979.8599853515624,954.6799926757812,976.2999877929688,956.9199829101562,5684100,956.9199829101562,1009.5299987792968,1042.0669648742676,981.3640348815918,2114400,-25.09002685546875,0,996.280029296875,954.6799926757812,1003.2100219726562,954.6799926757812,60,21844.01,2438.21
2017-08-11,970.3900146484376,951.3800048828124,960.0,967.989990234375,3468000,967.989990234375,1007.838998413086,1039.8158987426757,979.2440988159179,-2216100,11.07000732421875,1,988.0,951.3800048828124,999.5,951.3800048828124,60,21858.32,2441.32
2017-08-14,985.5,976.1900024414062,978.4099731445312,983.2999877929688,3172900,983.2999877929688,1006.5019989013672,1038.0741683654783,977.6038284606933,-295100,15.30999755859375,1,985.5,951.3800048828124,996.280029296875,951.3800048828124,62,21993.71,2465.84
2017-08-15,991.739990234375,982.0,988.9000244140624,982.739990234375,2549300,982.739990234375,1004.416500854492,1036.6970588684082,976.306938934326,-623600,-0.55999755859375,0,991.739990234375,951.3800048828124,996.280029296875,951.3800048828124,62,21998.99,2464.61
2017-08-16,986.4600219726562,973.219970703125,981.6500244140624,978.1799926757812,3132100,978.1799926757812,1001.9820007324221,1034.548995880127,974.2840058288574,582800,-4.55999755859375,0,991.739990234375,973.219970703125,996.280029296875,951.3800048828124,62,22024.87,2468.11
2017-08-17,977.8400268554688,960.3200073242188,977.8400268554688,960.5700073242188,3512400,960.5700073242188,998.5755035400392,1032.0414607543944,971.9225407104492,380300,-17.6099853515625,0,991.739990234375,960.3200073242188,991.739990234375,951.3800048828124,62,21750.73,2430.01
2017-08-18,965.4299926757812,954.6500244140624,961.4000244140624,958.469970703125,3284800,958.469970703125,995.2154998779297,1028.5327686462404,968.6182384338381,-227600,-2.10003662109375,0,986.4600219726562,954.6500244140624,991.739990234375,951.3800048828124,62,21674.51,2425.55
2017-08-21,961.2000122070312,945.4600219726562,957.5700073242188,953.2899780273438,3164500,953.2899780273438,990.9325012207033,1025.0719648742677,965.3590348815918,-120300,-5.17999267578125,0,977.8400268554688,945.4600219726562,991.739990234375,945.4600219726562,62,21703.75,2428.37
2017-08-22,967.9299926757812,955.5,955.52001953125,966.9000244140624,2750000,966.9000244140624,987.2840026855467,1020.660476257324,961.204526184082,-414500,13.610046386718636,1,967.9299926757812,945.4600219726562,991.739990234375,945.4600219726562,62,21899.89,2452.51
2017-08-23,962.0,954.2000122070312,959.3800048828124,958.0,2668300,958.0,982.5440002441406,1016.9025227661133,957.6654826049803,-81700,-8.900024414062386,0,967.9299926757812,945.4600219726562,991.739990234375,945.4600219726562,62,21812.09,2444.04
2017-08-24,959.0,941.1400146484376,957.4199829101562,952.4500122070312,5195700,952.4500122070312,977.8665008544922,1012.0203202514647,953.0676802368164,2527400,-5.54998779296875,0,967.9299926757812,941.1400146484376,986.4600219726562,941.1400146484376,62,21783.4,2438.97
2017-08-25,957.6199951171876,944.0999755859376,956.0,945.260009765625,3324800,945.260009765625,974.1275024414062,1007.202495880127,948.5305058288574,-1870900,-7.19000244140625,0,962.0,941.1400146484376,977.8400268554688,941.1400146484376,62,21813.67,2443.05
2017-08-28,953.0,942.25,946.5399780273438,946.02001953125,2596700,946.02001953125,972.039501953125,1003.3513275146485,944.903677368164,-728100,0.760009765625,1,959.0,941.1400146484376,967.9299926757812,941.1400146484376,63,21808.4,2444.24
2017-08-29,956.0,936.3300170898438,940.0,954.0599975585938,2874300,954.0599975585938,969.9330017089844,1001.2006870117187,942.8783168945313,277600,8.03997802734375,1,957.6199951171876,936.3300170898438,967.9299926757812,936.3300170898438,63,21865.37,2446.3
2017-08-30,969.4099731445312,956.9099731445312,958.4400024414062,967.5900268554688,2904600,967.5900268554688,968.5180023193359,999.0309917602541,940.8350116577147,30300,13.530029296875,1,969.4099731445312,936.3300170898438,969.4099731445312,936.3300170898438,63,21892.43,2457.59
2017-08-31,981.0,972.760009765625,974.7000122070312,980.5999755859376,3331500,980.5999755859376,968.202001953125,997.573542388916,939.4624622497557,426900,13.009948730468864,1,981.0,936.3300170898438,981.0,936.3300170898438,63,21948.1,2471.65
2017-09-01,984.5,976.8800048828124,984.2000122070312,978.25,2535900,978.25,967.7355010986328,997.2480620117187,939.1559418945312,-795600,-2.3499755859376137,0,984.5,956.9099731445312,984.5,936.3300170898438,63,21987.56,2476.55
2017-09-05,976.77001953125,960.3699951171876,975.4000244140624,965.27001953125,2883200,965.27001953125,966.3855010986329,996.7675661315916,938.7034360656737,347300,-12.97998046875,0,984.5,960.3699951171876,984.5,936.3300170898438,60,21753.31,2457.85
2017-09-06,971.8400268554688,960.5999755859376,968.3200073242188,967.7999877929688,2129900,967.7999877929688,965.2834991455078,995.3770661315918,937.393936065674,-753300,2.52996826171875,1,984.5,960.3699951171876,984.5,936.3300170898438,60,21807.64,2465.54
2017-09-07,980.5900268554688,972.5499877929688,974.0,979.469970703125,2566800,979.469970703125,965.1564971923829,994.2420041198732,936.3249941711424,436900,11.66998291015625,1,980.5900268554688,960.3699951171876,984.5,936.3300170898438,60,21784.78,2465.1
2017-09-08,979.8800048828124,963.469970703125,979.0999755859376,965.9000244140624,2605300,965.9000244140624,965.605499267578,994.1111921081545,936.2018022766114,38500,-13.569946289062614,0,980.5900268554688,960.5999755859376,984.5,956.9099731445312,60,21797.79,2461.43
2017-09-11,981.9400024414062,974.219970703125,974.4600219726562,977.9600219726562,2186700,977.9600219726562,966.104000854492,994.5736642456053,936.6373342895508,-418600,12.059997558593864,1,981.9400024414062,963.469970703125,984.5,960.3699951171876,65,22057.37,2488.11
2017-09-12,984.6699829101562,975.52001953125,983.27001953125,982.5800170898438,2481100,982.5800170898438,966.068002319336,995.0871208801268,937.1208808288574,294400,4.6199951171875,1,984.6699829101562,963.469970703125,984.6699829101562,960.3699951171876,65,22118.86,2496.48
2017-09-13,1000.0,979.4199829101562,983.969970703125,999.5999755859376,3374700,999.5999755859376,966.911001586914,995.050042388916,937.085962249756,893600,17.019958496093864,1,1000.0,974.219970703125,1000.0,960.3699951171876,65,22158.18,2498.37
2017-09-14,998.5599975585938,987.739990234375,996.7999877929688,992.2100219726562,3913300,992.2100219726562,967.6125030517578,995.9183316345217,937.9036715393066,538600,-7.389953613281364,0,1000.0,975.52001953125,1000.0,960.5999755859376,65,22203.48,2495.62
2017-09-15,996.25,984.030029296875,993.010009765625,986.7899780273438,3760200,986.7899780273438,968.9235015869141,996.6408781433107,938.5841279602049,-153100,-5.4200439453125,0,1000.0,979.4199829101562,1000.0,963.469970703125,65,22268.34,2500.23
2017-09-18,992.7899780273438,968.1699829101562,990.4000244140624,974.1900024414062,3411300,974.1900024414062,969.709503173828,997.9912066345216,939.8557965393068,-348900,-12.5999755859375,0,998.5599975585938,968.1699829101562,1000.0,963.469970703125,62,22331.35,2503.87
2017-09-19,978.239990234375,967.4600219726562,977.25,969.8599853515624,2671100,969.8599853515624,970.5380035400392,998.800788269043,940.6182180786133,-740200,-4.330017089843864,0,996.25,967.4600219726562,1000.0,967.4600219726562,62,22370.8,2506.65
2017-09-20,974.8099975585938,962.1599731445312,971.7899780273438,973.2100219726562,2888800,973.2100219726562,970.8535034179688,999.6541436462404,941.4218634338381,217700,3.350036621093864,1,992.7899780273438,962.1599731445312,1000.0,962.1599731445312,62,22412.59,2508.24
2017-09-21,971.7000122070312,962.02001953125,971.3099975585938,964.6500244140624,2337600,964.6500244140624,971.186004638672,999.979108520508,941.7278983154297,-551200,-8.559997558593864,0,978.239990234375,962.02001953125,1000.0,962.02001953125,62,22359.23,2500.6
2017-09-22,965.6099853515624,954.4199829101562,961.010009765625,955.0999755859376,2641800,955.0999755859376,971.3185028076172,1000.3215847778321,942.0504244995116,304200,-9.550048828124773,0,974.8099975585938,954.4199829101562,998.5599975585938,954.4199829101562,62,22349.59,2502.22
2017-09-25,949.4199829101562,932.8900146484376,949.3099975585938,939.7899780273438,5124000,939.7899780273438,971.0450012207033,1000.4580578918456,942.1789477233888,2482200,-15.309997558593864,0,971.7000122070312,932.8900146484376,996.25,932.8900146484376,65,22296.09,2496.66
2017-09-26,948.6300048828124,931.75,945.489990234375,938.5999755859376,3564800,938.5999755859376,970.6739990234377,1000.1763512573244,941.913651184082,-1559200,-1.1900024414061363,0,965.6099853515624,931.75,992.7899780273438,931.75,65,22284.32,2496.84
2017-09-27,955.2999877929688,943.2999877929688,948.0,950.8699951171876,3148900,950.8699951171876,970.5144989013672,999.7942189941408,941.5537790527344,-415900,12.27001953125,1,955.2999877929688,931.75,978.239990234375,931.75,65,22340.71,2507.04
2017-09-28,959.7000122070312,950.0999755859376,951.8599853515624,956.4000244140624,2522600,956.4000244140624,969.9549987792967,999.6299338684082,941.3990639343264,-626300,5.5300292968747735,1,959.7000122070312,931.75,974.8099975585938,931.75,65,22381.2,2510.06
2017-09-29,964.8300170898438,958.3800048828124,960.1099853515624,961.3499755859376,2543800,961.3499755859376,968.9924987792967,999.0536487426756,940.856348815918,21200,4.9499511718752265,1,964.8300170898438,943.2999877929688,971.7000122070312,931.75,65,22405.09,2519.36
2017-10-02,967.3099975585938,952.1199951171876,964.0,959.1900024414062,2442900,959.1900024414062,968.0394989013672,998.0622737426758,939.922723815918,-100900,-2.159973144531364,0,967.3099975585938,950.0999755859376,967.3099975585938,931.75,64,22557.6,2529.12
2017-10-03,963.6900024414062,950.3699951171876,958.0,957.0999755859376,2666600,957.0999755859376,967.6309967041016,997.0806838684082,938.9983139343263,223700,-2.0900268554686363,0,967.3099975585938,950.3699951171876,967.3099975585938,931.75,64,22641.67,2534.58
2017-10-04,967.7899780273438,954.0499877929688,954.2100219726562,965.4500122070312,2527400,965.4500122070312,967.5134979248047,996.6599266052248,938.6020668029784,-139200,8.350036621093636,1,967.7899780273438,950.3699951171876,967.7899780273438,931.75,64,22661.64,2537.74
2017-10-05,981.510009765625,969.6400146484376,970.0,980.8499755859376,3229200,980.8499755859376,967.5824981689453,996.5389028625486,938.4880929870607,701800,15.399963378906364,1,981.510009765625,950.3699951171876,981.510009765625,943.2999877929688,64,22775.39,2552.07
2017-10-06,995.75,975.6400146484376,975.6400146484376,989.5800170898438,3782100,989.5800170898438,968.7664978027344,996.6099731140137,938.5550232238769,552900,8.730041503906136,1,995.75,954.0499877929688,995.75,950.0999755859376,64,22773.67,2549.33
2017-10-09,998.5,987.5,993.239990234375,990.989990234375,2938600,990.989990234375,969.4179962158203,997.8294927368164,939.7035028686523,-843500,1.40997314453125,1,998.5,969.6400146484376,998.5,950.3699951171876,63,22761.07,2544.73
2017-10-10,997.9500122070312,980.0999755859376,996.6699829101562,987.2000122070312,3084900,987.2000122070312,969.6489959716797,998.5005361022947,940.3354563293456,146300,-3.78997802734375,0,998.5,975.6400146484376,998.5,950.3699951171876,63,22830.68,2550.64
2017-10-11,995.5,986.7000122070312,991.27001953125,995.0,2337100,995.0,969.4189971923828,998.7384658508303,940.5595260925293,-747800,7.79998779296875,1,998.5,980.0999755859376,998.5,950.3699951171876,63,22872.89,2555.24
2017-10-12,1008.4400024414062,992.4000244140624,996.8099975585938,1000.9299926757812,4067300,1000.9299926757812,969.8549957275392,998.5015671081544,940.3364272766112,1730200,5.92999267578125,1,1008.4400024414062,980.0999755859376,1008.4400024414062,954.0499877929688,63,22841.01,2550.93
